Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Churn_Risk,User_Segment,Revenue_At_Risk
123,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
124,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
125,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,0,Standard,0.0
126,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,0,Standard,0.0
127,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
128,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
129,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
130,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
131,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
132,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
133,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
134,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
135,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
136,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
137,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
138,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
139,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,0,Standard,0.0
140,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,0,Whale,0.0
141,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,1,Standard,700.4
142,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,0,Standard,0.0
143,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
144,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,0,Standard,0.0
145,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,0,Standard,0.0
146,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
147,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
148,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
149,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
150,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
151,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
152,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
153,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
154,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
155,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,0,Standard,0.0
156,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,0,Standard,0.0
157,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
158,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
159,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
160,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
161,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
162,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
163,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
164,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
165,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
166,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
167,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
168,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
169,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,0,Standard,0.0
170,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,0,Whale,0.0
171,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,1,Standard,700.4
172,Female,37,Houston,Bronze,420.8,7,3.1,False,21,,0,Standard,0.0
173,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
174,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,0,Standard,0.0
175,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,0,Standard,0.0
176,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
177,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
178,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
179,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
180,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
181,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
182,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
183,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
184,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
185,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,0,Standard,0.0
186,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,0,Standard,0.0
187,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
188,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
189,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
190,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
191,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
192,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
193,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
194,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
195,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
196,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
197,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
198,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
199,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,0,Standard,0.0
200,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,0,Whale,0.0
201,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,1,Standard,700.4
202,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,0,Standard,0.0
203,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
204,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,0,Standard,0.0
205,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,0,Standard,0.0
206,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
207,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
208,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
209,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
210,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
211,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
212,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
213,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
214,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
215,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,0,Standard,0.0
216,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,0,Standard,0.0
217,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
218,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
219,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
220,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
221,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
222,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
223,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
224,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
225,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
226,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
227,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
228,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
229,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,0,Standard,0.0
230,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,0,Whale,0.0
231,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,1,Standard,700.4
232,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,0,Standard,0.0
233,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
234,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,0,Standard,0.0
235,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,0,Standard,0.0
236,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
237,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
238,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
239,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
241,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
242,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
243,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
244,Female,37,Houston,Bronze,430.8,7,3.4,False,23,,0,Standard,0.0
245,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
246,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,0,Standard,0.0
247,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,0,Standard,0.0
248,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
249,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
250,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
251,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
252,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
253,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
254,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
256,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
257,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,0,Standard,0.0
258,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,0,Standard,0.0
259,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
261,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
262,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
264,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
265,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
266,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
267,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
268,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
269,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
270,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
271,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,0,Standard,0.0
272,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,0,Whale,0.0
273,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,1,Standard,700.4
274,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
275,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,0,Standard,0.0
276,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,0,Standard,0.0
277,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,0,Standard,0.0
278,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
279,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
280,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
282,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
283,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
285,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
286,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
287,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
288,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,0,Standard,0.0
289,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
290,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
291,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
293,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
294,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
295,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
296,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
297,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
298,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
299,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
300,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
301,Male,36,San Francisco,Gold,1420.8,19,4.6,False,11,Satisfied,0,Whale,0.0
302,Female,29,Miami,Silver,730.4,14,4.0,True,50,Unsatisfied,1,Standard,730.4
303,Female,35,Houston,Bronze,450.6,7,3.3,False,21,Neutral,0,Standard,0.0
304,Male,31,New York,Gold,1210.6,17,4.8,True,18,Satisfied,0,Whale,0.0
305,Male,27,Los Angeles,Silver,780.9,11,4.2,False,16,Neutral,0,Standard,0.0
306,Female,42,Chicago,Bronze,495.25,10,3.5,True,35,Unsatisfied,0,Standard,0.0
307,Male,29,San Francisco,Gold,1390.2,18,4.7,False,9,Satisfied,0,Whale,0.0
308,Male,26,Miami,Silver,670.6,12,3.9,True,46,Unsatisfied,1,Standard,670.6
309,Female,38,Houston,Bronze,460.9,8,3.2,False,25,Neutral,0,Standard,0.0
310,Female,32,New York,Gold,1170.3,14,4.5,True,21,Satisfied,0,Whale,0.0
311,Male,34,Los Angeles,Silver,810.2,11,4.0,False,14,Neutral,0,Standard,0.0
312,Female,43,Chicago,Bronze,515.75,9,3.3,True,38,Unsatisfied,0,Standard,0.0
313,Male,30,San Francisco,Gold,1450.5,20,4.8,False,12,Satisfied,0,Whale,0.0
314,Male,27,Miami,Silver,690.4,13,4.1,True,52,Unsatisfied,1,Standard,690.4
315,Female,37,Houston,Bronze,420.8,7,3.4,False,24,Neutral,0,Standard,0.0
316,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,0,Standard,0.0
317,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,0,Standard,0.0
318,Female,41,Chicago,Bronze,480.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
319,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,0,Whale,0.0
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,0,Standard,0.0
321,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0,Standard,0.0
322,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,0,Whale,0.0
323,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
324,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,0,Standard,0.0
325,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,0,Whale,0.0
326,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,1,Standard,710.4
327,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0,Standard,0.0
328,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,0,Standard,0.0
329,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,0,Standard,0.0
330,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,0,Standard,0.0
331,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,0,Whale,0.0
332,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,0,Standard,0.0
333,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0,Standard,0.0
334,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,0,Whale,0.0
335,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,0,Standard,0.0
336,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,0,Standard,0.0
337,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,0,Whale,0.0
338,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,1,Standard,690.6
339,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0,Standard,0.0
340,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,0,Standard,0.0
341,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,0,Standard,0.0
342,Female,43,Chicago,Bronze,525.75,9,3.3,True,40,Unsatisfied,0,Standard,0.0
343,Male,30,San Francisco,Gold,1460.5,20,4.8,False,11,Satisfied,0,Whale,0.0
344,Male,27,Miami,Silver,720.4,13,4.0,True,55,Unsatisfied,1,Standard,720.4
345,Female,37,Houston,Bronze,440.8,7,3.2,False,25,Neutral,0,Standard,0.0
346,Female,31,New York,Gold,1150.6,15,4.5,True,28,Satisfied,0,Standard,0.0
347,Male,35,Los Angeles,Silver,830.9,12,4.3,False,14,Neutral,0,Standard,0.0
348,Female,41,Chicago,Bronze,490.25,9,3.6,True,40,Unsatisfied,0,Standard,0.0
349,Male,28,San Francisco,Gold,1480.1,21,4.9,False,10,Satisfied,0,Whale,0.0
350,Male,32,Miami,Silver,690.3,10,3.8,True,34,Unsatisfied,0,Standard,0.0
351,Female,36,Houston,Bronze,480.5,8,3.1,False,20,Neutral,0,Standard,0.0
352,Female,30,New York,Gold,1170.8,16,4.7,True,21,Satisfied,0,Whale,0.0
353,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,0,Standard,0.0
354,Female,43,Chicago,Bronze,510.75,10,3.3,True,41,Unsatisfied,1,Standard,510.75
355,Male,30,San Francisco,Gold,1440.5,19,4.6,False,12,Satisfied,0,Whale,0.0
356,Male,27,Miami,Silver,700.4,13,4.1,True,56,Unsatisfied,1,Standard,700.4
357,Female,37,Houston,Bronze,410.8,7,3.4,False,26,Neutral,0,Standard,0.0
358,Female,31,New York,Gold,1160.6,15,4.5,True,29,Satisfied,0,Standard,0.0
359,Male,35,Los Angeles,Silver,810.9,12,4.3,False,14,Neutral,0,Standard,0.0
360,Female,41,Chicago,Bronze,495.25,9,3.6,True,41,Unsatisfied,1,Standard,495.25
361,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,0,Whale,0.0
362,Male,32,Miami,Silver,660.3,10,3.8,True,35,Unsatisfied,0,Standard,0.0
363,Female,36,Houston,Bronze,430.5,8,3.1,False,21,Neutral,0,Standard,0.0
364,Female,30,New York,Gold,1200.8,16,4.7,True,22,Satisfied,0,Whale,0.0
365,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,0,Standard,0.0
366,Female,43,Chicago,Bronze,505.75,10,3.3,True,42,Unsatisfied,1,Standard,505.75
367,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,0,Whale,0.0
368,Male,27,Miami,Silver,710.4,13,4.1,True,57,Unsatisfied,1,Standard,710.4
369,Female,37,Houston,Bronze,450.8,7,3.4,False,24,Neutral,0,Standard,0.0
370,Female,31,New York,Gold,1140.6,15,4.5,True,30,Satisfied,0,Standard,0.0
371,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,0,Standard,0.0
372,Female,41,Chicago,Bronze,475.25,9,3.6,True,42,Unsatisfied,1,Standard,475.25
373,Male,28,San Francisco,Gold,1480.1,21,4.9,False,11,Satisfied,0,Whale,0.0
374,Male,32,Miami,Silver,660.3,10,3.8,True,36,Unsatisfied,0,Standard,0.0
375,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,0,Standard,0.0
376,Female,30,New York,Gold,1190.8,16,4.5,True,23,Satisfied,0,Whale,0.0
377,Male,33,Los Angeles,Silver,770.2,11,4.2,False,18,Neutral,0,Standard,0.0
378,Female,43,Chicago,Bronze,515.75,10,3.3,True,43,Unsatisfied,1,Standard,515.75
379,Male,30,San Francisco,Gold,1450.5,19,4.6,False,12,Satisfied,0,Whale,0.0
380,Male,27,Miami,Silver,710.4,13,4.1,True,58,Unsatisfied,1,Standard,710.4
381,Female,37,Houston,Bronze,430.8,7,3.4,False,27,Neutral,0,Standard,0.0
382,Female,31,New York,Gold,1160.6,15,4.5,True,31,Satisfied,0,Standard,0.0
383,Male,35,Los Angeles,Silver,820.9,12,4.3,False,15,Neutral,0,Standard,0.0
384,Female,41,Chicago,Bronze,495.25,9,3.6,True,43,Unsatisfied,1,Standard,495.25
385,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,0,Whale,0.0
386,Male,32,Miami,Silver,660.3,10,3.8,True,37,Unsatisfied,0,Standard,0.0
387,Female,36,Houston,Bronze,440.5,8,3.1,False,23,Neutral,0,Standard,0.0
388,Female,30,New York,Gold,1200.8,16,4.7,True,24,Satisfied,0,Whale,0.0
389,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,0,Standard,0.0
390,Female,43,Chicago,Bronze,505.75,10,3.3,True,44,Unsatisfied,1,Standard,505.75
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,0,Whale,0.0
392,Male,27,Miami,Silver,710.4,13,4.1,True,59,Unsatisfied,1,Standard,710.4
393,Female,37,Houston,Bronze,450.8,7,3.4,False,28,Neutral,0,Standard,0.0
394,Female,31,New York,Gold,1140.6,15,4.5,True,32,Satisfied,0,Standard,0.0
395,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,0,Standard,0.0
